Ville;Corps;Activité;Produit;Variété;Année;Indice
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2013;104.1
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2014;110.8
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2015;113.1
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2016;115.6
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2017;115.8
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2018;116.7
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2019;117.6
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2020;110.6
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2021;121.5
RABAT;Gros œuvre;Produits issus des minéraux;Sables;Sables;2022;139.1
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2005;100.0
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2006;100.0
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2007;109.5
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2008;112.5
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2009;114.2
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2010;118.4
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2011;116.8
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2012;117.5
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2013;118.1
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2014;119.3
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2015;120.1
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2016;125.6
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2017;125.7
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2018;125.7
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2019;125.8
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2020;140.9
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2021;146.3
RABAT;Menuiserie Quincaillerie;Bois;Sapin rouge;2ème Choix (m3);2022;153.7
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2005;100.0
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2006;100.0
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2007;109.5
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2008;112.5
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2009;114.2
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2010;118.4
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2011;116.8
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2012;117.5
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2013;118.1
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2014;119.3
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2015;120.1
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2016;125.6
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2017;125.7
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2018;125.7
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2019;125.8
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2020;140.9
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2021;146.3
RABAT;Menuiserie - Quincaillerie;Bois;Sapin rouge;Sapin rouge;2022;153.7
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2005;100.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2006;93.7
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2007;95.6
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2008;83.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2009;83.7
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2010;85.2
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2011;86.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2012;86.6
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2013;87.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2014;93.8
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2015;88.6
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2016;98.6
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2017;98.8
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2018;98.8
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2019;98.9
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2020;90.0
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2021;93.8
RABAT;Menuiserie - Quincaillerie;Quincaillerie;Serrure;Serrure;2022;102.8
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2005;100.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2006;93.7
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2007;95.6
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2008;83.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2009;83.7
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2010;85.2
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2011;86.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2012;86.6
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2013;87.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2014;93.8
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2015;88.6
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2016;98.6
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2017;98.8
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2018;98.8
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2019;98.9
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2020;90.0
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2021;93.8
RABAT;Menuiserie Quincaillerie;Quincaillerie;Serrure;Standard (u);2022;102.8
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2005;100.0
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2006;100.0
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2007;103.2
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2008;107.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2009;108.0
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2010;108.1
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2011;106.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2012;107.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2013;107.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2014;108.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2015;109.5
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2016;106.5
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2017;106.5
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2018;106.8
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2019;107.0
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2020;115.1
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2021;121.5
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Siège à l'anglaise;2022;128.7
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2005;100.0
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2006;100.0
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2007;103.2
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2008;107.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2009;108.0
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2010;108.1
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2011;106.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2012;107.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2013;107.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2014;108.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2015;109.5
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2016;106.5
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2017;106.5
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2018;106.8
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2019;107.0
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2020;115.1
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2021;121.5
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à l'anglaise;Standard (u);2022;128.7
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2005;100.0
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2006;102.2
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2007;101.4
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2008;100.7
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2009;100.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2010;101.1
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2011;97.4
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2012;98.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2013;102.6
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2014;106.2
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2015;108.8
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2016;109.3
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2017;110.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2018;111.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2019;111.9
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2020;108.3
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2021;112.2
RABAT;Plomberie - Sanitaire;Articles et produits sanitaires;Siège à la turque;Siège à la turque;2022;117.4
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2005;100.0
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2006;102.2
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2007;101.4
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2008;100.7
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2009;100.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2010;101.1
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2011;97.4
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2012;98.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2013;102.6
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2014;106.2
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2015;108.8
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2016;109.3
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2017;110.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2018;111.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2019;111.9
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2020;108.3
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2021;112.2
RABAT;Plomberie Sanitaire;Articles et produits sanitaires;Siège à la turque;Standard (u);2022;117.4
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2005;100.0
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2006;101.2
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2007;103.6
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2008;95.5
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2009;97.6
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2010;100.3
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2011;92.3
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2012;92.5
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2013;93.5
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2014;91.4
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2015;95.5
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2016;105.6
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2017;107.2
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2018;107.4
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2019;107.7
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2020;97.1
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2021;102.7
RABAT;Électricité;Articles électricités;Tableau;Plastique (20) (u);2022;112.0
RABAT;Electricité;Articles électricités;Tableau;Tableau;2005;100.0
RABAT;Electricité;Articles électricités;Tableau;Tableau;2006;101.2
RABAT;Electricité;Articles électricités;Tableau;Tableau;2007;103.6
RABAT;Electricité;Articles électricités;Tableau;Tableau;2008;95.5
RABAT;Electricité;Articles électricités;Tableau;Tableau;2009;97.6
RABAT;Electricité;Articles électricités;Tableau;Tableau;2010;100.3
RABAT;Electricité;Articles électricités;Tableau;Tableau;2011;92.3
RABAT;Electricité;Articles électricités;Tableau;Tableau;2012;92.5
RABAT;Electricité;Articles électricités;Tableau;Tableau;2013;93.5
RABAT;Electricité;Articles électricités;Tableau;Tableau;2014;91.4
RABAT;Electricité;Articles électricités;Tableau;Tableau;2015;95.5
RABAT;Electricité;Articles électricités;Tableau;Tableau;2016;105.6
RABAT;Electricité;Articles électricités;Tableau;Tableau;2017;107.2
RABAT;Electricité;Articles électricités;Tableau;Tableau;2018;107.4
RABAT;Electricité;Articles électricités;Tableau;Tableau;2019;107.7
RABAT;Electricité;Articles électricités;Tableau;Tableau;2020;97.1
RABAT;Electricité;Articles électricités;Tableau;Tableau;2021;102.7
RABAT;Electricité;Articles électricités;Tableau;Tableau;2022;112.0
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2005;100.0
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2006;99.7
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2007;106.5
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2008;100.2
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2009;103.0
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2010;106.0
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2011;97.9
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2012;99.3
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2013;100.5
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2014;100.0
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2015;98.6
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2016;102.4
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2017;103.4
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2018;104.0
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2019;104.3
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2020;99.2
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2021;106.5
RABAT;Electricité;Activité Electricité;Tableau;Tableau;2022;115.2
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2005;100.0
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2006;99.7
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2007;106.5
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2008;100.2
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2009;103.0
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2010;106.0
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2011;97.9
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2012;99.3
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2013;100.5
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2014;100.0
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2015;98.6
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2016;102.4
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2017;103.4
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2018;104.0
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2019;104.3
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2020;99.2
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2021;106.5
RABAT;Sous corps de métier Electricité;Activité Electricité;Tableau;Tableau;2022;115.2
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2005;300.0
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2006;302.4
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2007;316.4
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2008;271.0
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2009;285.9
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2010;280.3
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2011;269.6
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2012;273.4
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2013;275.8
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2014;290.2
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2015;293.6
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2016;298.0
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2017;299.9
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2018;304.2
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2019;304.8
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2020;303.1
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2021;323.0
RABAT;Électricité;Articles électricités;Tubage;Diam 11 (ml);2022;344.6
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2005;300.0
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2006;302.4
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2007;316.4
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2008;271.0
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2009;285.9
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2010;280.3
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2011;269.6
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2012;273.4
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2013;275.8
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2014;290.2
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2015;293.6
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2016;298.0
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2017;299.9
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2018;304.2
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2019;304.8
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2020;303.1
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2021;323.0
RABAT;Électricité;Articles électricités;Tubage;Diam 13 (ml);2022;344.6
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2005;300.0
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2006;302.4
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2007;316.4
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2008;271.0
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2009;285.9
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2010;280.3
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2011;269.6
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2012;273.4
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2013;275.8
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2014;290.2
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2015;293.6
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2016;298.0
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2017;299.9
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2018;304.2
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2019;304.8
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2020;303.1
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2021;323.0
RABAT;Électricité;Articles électricités;Tubage;Diam 9 (ml);2022;344.6
RABAT;Electricité;Articles électricités;Tubage;Tubage;2005;100.0
RABAT;Electricité;Articles électricités;Tubage;Tubage;2006;100.6
RABAT;Electricité;Articles électricités;Tubage;Tubage;2007;108.5
RABAT;Electricité;Articles électricités;Tubage;Tubage;2008;92.5
RABAT;Electricité;Articles électricités;Tubage;Tubage;2009;96.9
RABAT;Electricité;Articles électricités;Tubage;Tubage;2010;97.2
RABAT;Electricité;Articles électricités;Tubage;Tubage;2011;92.1
RABAT;Electricité;Articles électricités;Tubage;Tubage;2012;93.2
RABAT;Electricité;Articles électricités;Tubage;Tubage;2013;93.6
RABAT;Electricité;Articles électricités;Tubage;Tubage;2014;96.6
RABAT;Electricité;Articles électricités;Tubage;Tubage;2015;98.0
RABAT;Electricité;Articles électricités;Tubage;Tubage;2016;100.0
RABAT;Electricité;Articles électricités;Tubage;Tubage;2017;100.3
RABAT;Electricité;Articles électricités;Tubage;Tubage;2018;101.7
RABAT;Electricité;Articles électricités;Tubage;Tubage;2019;102.0
RABAT;Electricité;Articles électricités;Tubage;Tubage;2020;101.1
RABAT;Electricité;Articles électricités;Tubage;Tubage;2021;107.4
RABAT;Electricité;Articles électricités;Tubage;Tubage;2022;114.3
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2005;200.0
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2006;209.0
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2007;211.2
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2008;214.1
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2009;207.7
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2010;218.9
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2011;224.5
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2012;228.7
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2013;231.8
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2014;246.9
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2015;256.4
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2016;246.2
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2017;236.9
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2018;232.4
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2019;234.1
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2020;211.7
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2021;215.9
RABAT;Plomberie Sanitaire;Polypropylène Random;Tube PPR;Diam 16 (ml);2022;240.6
